restaurant_name;cuisine_type;email;phone;address;website;query
L'IDÉAL;Restaurant;;06 14 71 77 80;143 Pl. de Thessalie, 34000 Montpellier;;restaurant antigone montpellier
Sumac;Restaurant libanais;;04 67 22 44 75;20 Pl. du Nombre d'Or, 34000 Montpellier;https://thefork.fr/restaurant/sumac-r607833?cc=18174-54f&rwg_token=AFd1xnFawnpPRLBMPamC42ldbH-3fr7I_GBamQm4fAEsAC3YvDHLRxYetqkQQKcrY8RYjVPuvzT3QAC1ZIeqkGodI1e19zGVTOCEz3tLt2climdmbtz9nUY%3D;restaurant antigone montpellier
La Famille;Restaurant;;07 86 31 84 19;585 Bd d'Antigone, 34000 Montpellier;https://www.lafamillemontpellier.com/menus;restaurant antigone montpellier
BRASSERIE QUOTIDIENNE;Restaurant;;04 67 64 06 64;95, Place Vauban, Bd d'Antigone, 34000 Montpellier;https://thefork.fr/restaurant/brasserie-quotidienne-r718791?cc=18174-54f&rwg_token=AFd1xnHiZDrKx2QDPaX8wlh1-WRzzPMt7v9KwniwWU3AG3dFgE4FQDntKzcnZYJCZOqtXybQBBfllVaZzY2g7YWg1lPIW8AeN2W7BJdACnrAzsAFxUreHsw%3D;restaurant antigone montpellier
Le tête en l'air café;Restaurant;;06 81 99 47 64;1 Pl. Paul Bec, 34000 Montpellier;http://www.tete-en-lair-cafe.fr/;restaurant antigone montpellier
Le NAKA;Restaurant de cuisine traditionnelle;;04 67 81 92 54;17 Pl. du Millénaire, 34000 Montpellier;https://frmapsy.com/business/le-naka-yLQyX-L4;restaurant antigone montpellier
Hippopotamus Montpellier Antigone – Steakhouse & Grill au four à braise;Restaurant;;04 67 15 96 40;Esplanade de l'Europe, Bâtiment D, 34000 Montpellier;https://bookings.zenchef.com/results?rid=355124&pid=1001&y_source=1_MTQ4MDU1MTgtNzE1LWxvY2F0aW9uLnJlc2VydmF0aW9uX3VybA%3D%3D;restaurant antigone montpellier
Le petit Marrakech;Restaurant marocain;;07 49 81 67 78;36 Pl. du Millénaire, 34000 Montpellier;;restaurant antigone montpellier
Lunch and More;Restaurant;;06 99 46 74 75;165 Av. Jacques Cartier, 34000 Montpellier;http://lunchandmore.fr/;restaurant antigone montpellier
Le croissant (par Martin Brossard);Restauration rapide;;04 67 56 07 49;40 Pl. du Millénaire, 34000 Montpellier;https://www.instagram.com/lecroissantmb?igsh=bTlmN3lmcnd0Yzht;restaurant antigone montpellier
Au Restaurant Mimino;Restaurant caucasien;;07 44 88 21 41;30 Pl. du Millénaire, 34000 Montpellier;https://t.me/MiminorestoBot;restaurant antigone montpellier
LE VERTIGO ROOFTOP;Restaurant;;04 67 99 72 72;1 Rue des Pertuisanes, 34000 Montpellier;https://thefork.fr/restaurant/le-vertigo-rooftop-r19456?cc=18174-54f&rwg_token=AFd1xnGPQmVVBpUz3qe5I89zYHYhg7mFX7ZBnwNtQmd8k3jMSnVRM_accngLNBreKhUK4AUWF9NXHlj-kBcMAhmO0c7452VjSNZPiPE117jlUXZTgNYwSqE%3D;restaurant antigone montpellier
Takô Sushi;Restaurant japonais;tako-sushi@outlook.fr;04 99 92 64 69;Halles Jacques Coeur, Tram Ligne 1 - Arrêt Léon Blum, 160 Rue de Crète, 34000 Montpellier;http://tako-sushi-montpellier.eatbu.com/;restaurant antigone montpellier
BRUNCH AND CAKES💕🧁- Montpellier;Restaurant brunch;;07 82 12 23 62;27 Pl. du Millénaire, 34000 Montpellier;https://www.brunchandcakes.fr/contact;restaurant antigone montpellier
Yakamoz Restaurant;Restaurant turc;;09 80 55 38 65;14 Pl. du Nombre d'Or, 34000 Montpellier;;restaurant antigone montpellier
Côté Sushi Montpellier Antigone;Restaurant de sushis;;09 72 57 95 93;17 Pl. du Nombre d'Or, 34000 Montpellier;https://thefork.fr/restaurant/cote-sushi-montpellier-antigone-r278675?cc=18174-54f&rwg_token=AFd1xnHqt44e5ktorq-CIie7gR5u4XqZkJEnLbkbpvoJ5x9i89_hmIy3QXrwR-wGmr-fVhKVt0t72s0yZGI4dpzt3Lve90lOYvZvqtwE7A6kWWWVcJdE1v0%3D;restaurant antigone montpellier
Brasserie 96;Brasserie;;04 67 69 58 97;96 Rue Cavelier de la Salle, 34000 Montpellier;;restaurant antigone montpellier
NaturElle;Restaurant;naturellepolygone@gmail.com;04 99 64 96 29;centre commercial polygone, 1 Rue des Pertuisanes, 34000 Montpellier;http://naturelle-polygone.fr/;restaurant antigone montpellier
Le Karawan;Restaurant libanais;fouad_20112012@hotmail.com;06 79 14 54 77;24 Rue du Pont de Lattes, 34000 Montpellier;https://le-karawane-montpellier.eatbu.com/?lang=fr;restaurant antigone montpellier
TACOS & PIZZA - ANTIGONE;Pizzeria;;07 59 57 15 51;33 Pl. du Millénaire, 34000 Montpellier;;restaurant antigone montpellier
BAGELSTEIN • Bagels & Coffee shop;Restauration rapide;;04 67 64 31 24;1 Pl. Paul Bec, 34000 Montpellier;https://www.bagelstein.com/carte/menus-formules;restaurant antigone montpellier
Le Sud;Restaurant;le-sud.shop@gmail.com;04 67 22 22 44;Espl. de l'Europe, 34000 Montpellier;https://le-sud.shop/;restaurant antigone montpellier
Cuisine S2;Restaurant asiatique;;04 67 02 00 63;En bas de Eat Salade(devant Polygone), l’acces par l’ascenseur, Immeuble Le Triangle, 26 All. Jules Milhau, 34000 Montpellier;https://cuisines-viet.fr/;restaurant antigone montpellier
Les Jardins d'Antigone;Épicerie;;04 67 65 70 35;10 Pl. du Millénaire, 34000 Montpellier;https://www.cdsinitial.fr/;restaurant antigone montpellier
La Kitchenette;Restaurant;;09 83 39 39 19;40 All. Alberto Giacometti, 34000 Montpellier;;restaurant port marianne montpellier
Trinquefougasse O’Sud;Restaurant;;04 99 23 27 05;148 Rue de Galata, 34000 Montpellier;https://www.trinquefougasse.com/sud/resa;restaurant port marianne montpellier
Le Comptoir;Bar;;06 33 26 62 81;180 Rue de Galata, 34000 Montpellier;https://lecomptoir.one/carte-bistro.html;restaurant port marianne montpellier
CHEZ CUI-CUI by Mididix;Restaurant;;04 99 54 59 56;181 Pl. Ernest Granier, 34000 Montpellier;;restaurant port marianne montpellier
GOYA Montpellier Restaurant;Restaurant;contact@goyarestaurant.com;04 99 13 65 58;216 Rue Elie Wiesel, 34000 Montpellier;https://goyarestaurant.com/carte/;restaurant port marianne montpellier
SHAKE BEEF PORTMARIANNE;Restauration rapide;;07 74 62 38 11;226 Rue Vendémiaire, 34000 Montpellier;https://shakebeef.fr/;restaurant port marianne montpellier
Momy's Brunch Montpellier;Restaurant brunch;;;Allée de la Méditerranée, parallèlement, Rue de Syracuse, 34000 Montpellier;https://instagram.com/momys.brunch.montpellier?igshid=YmMyMTA2M2Y=;restaurant port marianne montpellier
De la Sierra Coffee Roasters - Port Marianne;Entreprise de torréfaction;;06 08 89 59 66;1070 Av. Nina Simone, 34000 Montpellier;https://delasierracafe.com/shop/;restaurant port marianne montpellier
La Selva;Restaurant de viande à la découpe;;07 83 51 22 45;Allée de la Méditerranée, 52 Rue de Syracuse, 34000 Montpellier;;restaurant port marianne montpellier
Coldrip - Port Marianne;Restaurant brunch;;;290 Av. Théroigne de Méricourt, 34000 Montpellier;https://coldripfoodandcoffee.fr/menu-coldrip-port-marianne/;restaurant port marianne montpellier
Clover Brunch and Coffee;Restaurant brunch;contact@jscom.fr;04 99 53 35 08;114 Rue Elie Wiesel, 34000 Montpellier;https://www.jscom.fr/CLOVER/index.html;restaurant port marianne montpellier
Le Hubba;Restaurant halal;stratad.consulting@gmail.com;07 89 51 69 65;110 Rue Elie Wiesel, 34000 Montpellier;https://www.le-hubba.fr/les-menus;restaurant port marianne montpellier
KOJI;Restaurant japonais;;04 99 54 66 67;31 Rue de Chio, 34000 Montpellier;https://www.instagram.com/koji_restaurant;restaurant port marianne montpellier
Terminal #1;Restaurant;;04 99 58 38 38;1408 Av. de la Mer, 34000 Montpellier;https://bookings.zenchef.com/results?rid=363851&pid=1001;restaurant port marianne montpellier
BIVOUAK CAFÉ - Restaurant -;Restaurant;CONTACT@BIVOUAKCAFE.COM;06 81 37 82 75;1348 Av. de la Mer-Raymond Dugrand, 34000 Montpellier;https://www.bivouakcafe.fr/reservation/;restaurant port marianne montpellier
Le Voltaire;Restaurant halal;;04 67 92 57 10;52 Bd de Strasbourg, 34000 Montpellier;;restaurant port marianne montpellier
L'Atmosphère;Restaurant;;06 25 47 24 94;90 Rue de Galata, 34000 Montpellier;https://www.instagram.com/latmosphere_mtp?igsh=ZmVpa3c4MWQ2cXp6;restaurant port marianne montpellier
Jean le Croquant - Streetfood;Restauration rapide;;07 56 96 93 33;Jardins du Lez, 1348 Av. de la Mer-Raymond Dugrand, 34000 Montpellier;https://streetfood.jeanlecroquant.fr/order/?type=delivery;restaurant port marianne montpellier
Les Poissons d'abord;Poissonnerie;;04 67 07 59 07;50 Pl. Rudolf Brazda, 34000 Montpellier;;restaurant port marianne montpellier
Full Tacos;Restauration rapide;;04 67 65 88 67;53 Pl. Thermidor, 34000 Montpellier;https://full-tacos.shop/;restaurant port marianne montpellier
Les Halles Solanid;Restaurant;;06 37 12 53 13;132 Bd Pénélope, 34000 Montpellier;https://montpellier-millenaire.halles-solanid.fr/carte-de-la-semaine/;restaurant port marianne montpellier
Chez lez Amis;Restaurant;lezamismontpellier@outlook.com;07 83 72 55 96;5 Pl. de la Révolution française, 34000 Montpellier;http://chez-lez-amis.eatbu.com/;restaurant port marianne montpellier
ChickenPlace;Restauration rapide;contact@grubbio.com;04 67 56 17 45;80 Pl. Georges Frêche, 34000 Montpellier;https://chickenplace.shop/;restaurant port marianne montpellier
Ninkasi Montpellier;Restaurant;;04 22 91 31 83;32 Pl. Pablo Picasso, 34000 Montpellier;https://www.ninkasi.fr/wp-content/uploads/2026/04/menu-montpellier.pdf;restaurant port marianne montpellier
Le Comptoir Alaryk;Bar à bières;;;MARCHÉ DU LEZ, 1348 Av. de la Mer-Raymond Dugrand, 34000 Montpellier;http://www.alaryk.fr/;restaurant port marianne montpellier
Groove Café | brunch;Restaurant brunch;pothos.lena34@gmail.com;09 54 51 34 14;191 rue Shirin Ebadi, All. de la Méditerranée, 34000 Montpellier;https://groovecafe.my.canva.site/;restaurant port marianne montpellier
My Beers Montpellier;Bar à bières;contact@mybeers.fr;04 67 47 15 20;890 Av. de la Mer-Raymond Dugrand, 34000 Montpellier;https://www.mybeers.fr/;restaurant port marianne montpellier
